BuildingName;BuildingType;Latitude;Longitude;Neighborhood;YearBuilt;EPAPropertyType;LargestPropertyUseType;ComplianceStatus;ComplianceIssue
BROADSTONE INFINITY APARTMENTS;Multifamily MR (5-9);47.61328;-122.31879;EAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CANVAS APARTMENTS;Multifamily MR (5-9);47.6249;-122.36553;MAGNOLIA / QUEEN ANNE;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SMILOW RAINIER VISTA BOYS & GIRLS CLUB;NonResidential;47.5626;-122.29396;SOUTHEAST;2009;Pre-school/Daycare;Pre-school/Daycare;Compliant;No Issue
UW - FOEGE BUILDING (genome sciences);Nonresidential WA;47.65544;-122.31184;NORTHEAST;2006;College/University;College/University;Compliant;No Issue
UW - HEALTH SCIENCES J-WING;Nonresidential WA;47.65034;-122.30907;NORTHEAST;1965;College/University;College/University;Compliant;No Issue
UW - HEALTH SCIENCES RR-WING;Nonresidential WA;47.65034;-122.30907;NORTHEAST;1960;College/University;College/University;Compliant;No Issue
AMAZON PHASE VI - NESSIE AND BIGFOOT;NonResidential;47.62384;-122.33941;LAKE UNION;2014;Office;Office;Compliant;No Issue
ARNETT HALL DORMITORY;Multifamily MR (5-9);47.65021;-122.36504;MAGNOLIA / QUEEN ANNE;2015;Multifamily MR (5-9);Residence Hall/Dormitory;Compliant;No Issue
VILLAGE COVE RETIREMENT HOME;Multifamily LR (1-4);47.67747;-122.32688;NORTHWEST;2015;;Senior Living Community;Not Compliant;Missing EUI, Incomplete Natural Gas Data
EVOLVE APARTMENTS;Multifamily MR (5-9);47.61329;-122.31981;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
VALOR APARTMENT;Multifamily LR (1-4);47.71986;-122.29297;NORTH;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
STADIUM PLACE  (THE WAVE & THE NOLO);Multifamily HR (10+);47.59785;-122.33235;DOWNTOWN;2014;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
DIMENSION BY ALTA APTS;Multifamily HR (10+);47.61679;-122.3489;DOWNTOWN;2014;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
BELROY APTS (MODERN);Multifamily MR (5-9);47.62543;-122.32691;EAST;2013;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE FLATS AT INTERBAY APTS;Multifamily LR (1-4);47.64771;-122.37697;MAGNOLIA / QUEEN ANNE;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WEST COAST SELF-STORAGE;NonResidential;47.57054;-122.29139;SOUTHEAST;2014;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
APERTURE ON FIFTH;Multifamily MR (5-9);47.62006;-122.34733;LAKE UNION;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
NINE & PINE APARTMENTS;Multifamily MR (5-9);47.61357;-122.33249;DOWNTOWN;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
REO FLATS APTS;Multifamily MR (5-9);47.61488;-122.31442;EAST;2013;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
University Audi Seattle UVA Bldg;NonResidential;47.66414;-122.31664;NORTHEAST;2014;Parking;Parking;Compliant;No Issue
LAVITA APARTMENTS;Multifamily LR (1-4);47.65725;-122.32007;NORTHEAST;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
Portage Bay Flats;Multifamily MR (5-9);47.65641;-122.32126;NORTHEAST;2014;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Account Requires Verification
CHERYL CHOW COURT;Multifamily MR (5-9);47.6704;-122.38277;BALLARD;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
12TH AVENUE ARTS;Multifamily MR (5-9);47.61605;-122.3165;EAST;2012;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
IDENTITY APTS 4106;Multifamily MR (5-9);47.65713;-122.31527;NORTHEAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
1515 NW LEARY WAY CUBE SMART;NonResidential;47.66341;-122.37705;BALLARD;2014;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
ZEPHYR APTS;Multifamily MR (5-9);47.61986;-122.32381;EAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
COLUMBIA GARDENS AT RAINIER COURT;Multifamily LR (1-4);47.57113;-122.29048;SOUTHEAST;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
PREMIERE ON PINE;Multifamily HR (10+);47.61324;-122.33223;DOWNTOWN;2014;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
SEDONA;Multifamily MR (5-9);47.69087;-122.30629;NORTHEAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AMLI MARK 24 APTS;Multifamily MR (5-9);47.66895;-122.38881;BALLARD;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LATITUDE QUEEN ANNE;Multifamily MR (5-9);47.62366;-122.3603;MAGNOLIA / QUEEN ANNE;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LIGHTBOX APTS;Multifamily MR (5-9);47.66224;-122.31989;NORTHEAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
306 QUEENE ANNE APTS;Multifamily MR (5-9);47.6213;-122.35622;MAGNOLIA / QUEEN ANNE;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE LOCAL 422;Multifamily MR (5-9);47.62266;-122.32501;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CAROLINE W. APTS;Multifamily MR (5-9);47.62301;-122.32337;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
VELO  APARTMENTS - FREMONT;Multifamily LR (1-4);47.65155;-122.34434;LAKE UNION;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
525 AT THE ENCLAVE;Multifamily MR (5-9);47.70833;-122.32203;NORTH;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CHOPHOUSE ROW;NonResidential;47.61371;-122.31774;EAST;2015;Office;Office;Compliant;No Issue
LEXICON APTS;Multifamily MR (5-9);47.61932;-122.32184;EAST;2014;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
WEATHERFORD APTS;Multifamily LR (1-4);47.61975;-122.31467;EAST;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WALTON LOFTS;Multifamily HR (10+);47.61428;-122.35056;DOWNTOWN;2014;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
ANGELINE APTS;Multifamily MR (5-9);47.55926;-122.28654;SOUTHEAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
DEXTER STATION OFFICE;NonResidential;47.62906;-122.34259;MAGNOLIA / QUEEN ANNE;2015;Office;Office;Compliant;No Issue
COMPASS ON DEXTER APTS;Multifamily MR (5-9);47.62001;-122.34196;LAKE UNION;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
RADIUS APTS;Multifamily MR (5-9);47.62221;-122.33558;LAKE UNION;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HILTON GARDEN INN;NonResidential;47.61665;-122.33261;DOWNTOWN;2015;Hotel;Hotel;Compliant;No Issue
HILL 7 OFFICE BLDG;NonResidential;47.61673;-122.33267;DOWNTOWN;2015;Office;Office;Compliant;No Issue
APOLLO BLDG (AMAZON);NonResidential;47.62154;-122.34015;LAKE UNION;2014;Office;Office;Compliant;No Issue
Salmon Bay Marine Center West;NonResidential;47.66144;-122.38723;MAGNOLIA / QUEEN ANNE;2014;Mixed Use Property;Office;Compliant;No Issue
HONDA - TOYOTA AUTO DEALERSHIP;NonResidential;47.58542;-122.32185;GREATER DUWAMISH;2015;Parking;Parking;Compliant;No Issue
ANTHEM ON 12TH;Multifamily MR (5-9);47.60185;-122.31703;EAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
JUNCTION 47;Multifamily MR (5-9);47.56081;-122.38589;SOUTHWEST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AMAZON BRAZIL;NonResidential;47.62264;-122.3394;LAKE UNION;2015;Office;Office;Compliant;No Issue
AMLI 528 PONTIUS;Multifamily MR (5-9);47.62383;-122.33143;LAKE UNION;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ODIN APARTMENTS;Multifamily MR (5-9);47.66786;-122.38112;BALLARD;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
1101 WESTLAKE;NonResidential;47.62908;-122.3414;MAGNOLIA / QUEEN ANNE;2015;Office;Office;Compliant;No Issue
PACIFIC CENTER CONDOMINIUM;Multifamily LR (1-4);47.5998;-122.32034;DOWNTOWN;2000;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CUE APARTMENTS;Multifamily MR (5-9);47.61508;-122.32243;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
400 FAIRVIEW OFFICE BLDG;NonResidential;47.62251;-122.3339;LAKE UNION;2014;Office;Office;Compliant;No Issue
IDENTITY APTS 4123;Multifamily MR (5-9);47.65756;-122.31584;NORTHEAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
KEBERO COURT APTS;Multifamily MR (5-9);47.60246;-122.31771;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CIRRUS;Multifamily HR (10+);47.61652;-122.33735;DOWNTOWN;2015;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
HIRABAYASHI PLACE APTS;Multifamily MR (5-9);47.60029;-122.32844;DOWNTOWN;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
STAYBRIDGE SUITES SEATTLE-FREMONT;NonResidential;47.65476;-122.34732;LAKE UNION;2014;Hotel;Hotel;Compliant;No Issue
PIKE MOTORWORKS BLDG 1 + 2 COMBINED;Multifamily MR (5-9);47.61491;-122.32272;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE MARION WEST;Multifamily LR (1-4);47.66566;-122.31772;NORTHEAST;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
TENNIS CENTER SAND POINT;NonResidential;47.68109;-122.2618;NORTHEAST;2013;Other - Recreation;Other - Recreation;Compliant;No Issue
THE WESTSIDE- OFF BROADWAY;Multifamily MR (5-9);47.62107;-122.32156;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SOREN APARTMENTS;Multifamily MR (5-9);47.67054;-122.388;BALLARD;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SPRUCE WEST SEATTLE;Multifamily MR (5-9);47.5616;-122.3819;SOUTHWEST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
GREENWOOD PLACE;Multifamily MR (5-9);47.73256;-122.3559;NORTHWEST;2015;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
ASTRO APARTMENTS;Multifamily MR (5-9);47.62157;-122.35569;MAGNOLIA / QUEEN ANNE;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
BRIDGES@11TH;Multifamily MR (5-9);47.66249;-122.31675;NORTHEAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CORNISH SCHL STUDENT HSNG;Multifamily HR (10+);47.61753;-122.3362;DOWNTOWN;2015;Multifamily HR (10+);Residence Hall/Dormitory;Not Compliant;Account Requires Verification
HAMLIN ROBINSON SCHOOL;NonResidential;47.58831;-122.3065;GREATER DUWAMISH;2015;K-12 School;K-12 School;Compliant;No Issue
STREAM FIFTEEN;Multifamily LR (1-4);47.62441;-122.313;EAST;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
Smith & Burns;Multifamily MR (5-9);47.66108;-122.34084;LAKE UNION;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ROOSTER APTS;Multifamily MR (5-9);47.67607;-122.31846;NORTHEAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AEGIS LIVING AT GALER;NonResidential;47.63204;-122.36012;MAGNOLIA / QUEEN ANNE;2015;;Senior Living Community;Compliant;No Issue
INTERBAY PLACE;Multifamily LR (1-4);47.63892;-122.37582;MAGNOLIA / QUEEN ANNE;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
VIBE;Multifamily LR (1-4);47.65295;-122.35593;LAKE UNION;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ATRIUM APARTMENTS;Multifamily LR (1-4);47.59052;-122.29208;CENTRAL;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
NOLAN;Multifamily MR (5-9);47.66366;-122.3145;NORTHEAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
TERRY & MAPLE HALL UW;Nonresidential WA;47.65581;-122.31617;NORTHEAST;2015;Residence Hall/Dormitory;Residence Hall/Dormitory;Compliant;No Issue
RETAIL & RESIDENTIAL BUILDING;Multifamily MR (5-9);47.60189;-122.32182;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ALLEN INSTITUTE FOR BRAIN SCIENCE (AIBS);NonResidential;47.62497;-122.33883;LAKE UNION;2015;Laboratory;Laboratory;Compliant;No Issue
Broadstone Sky;Multifamily MR (5-9);47.55976;-122.3832;SOUTHWEST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MADISON CENTER;NonResidential;47.60647;-122.33135;DOWNTOWN;2016;Office;Office;Compliant;No Issue
QUEEN ANNE FLATS;Multifamily LR (1-4);47.62397;-122.35972;MAGNOLIA / QUEEN ANNE;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
1806 23rd Ave Microhousing;Multifamily LR (1-4);47.61791;-122.3023;CENTRAL;2014;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HELIOS APTS;Multifamily HR (10+);47.61067;-122.33957;DOWNTOWN;2019;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
UW - BURKE MEMORIAL-WASHINGTON STATE MUSEUM;Nonresidential WA;47.66061;-122.31062;NORTHEAST;2018;Museum;Museum;Compliant;No Issue
744 N 34TH ST;NonResidential;47.64963;-122.3484;LAKE UNION;2017;Office;Office;Compliant;No Issue
RESIDENCE INN SEATTLE U;NonResidential;47.66148;-122.31569;NORTHEAST;2016;Hotel;Hotel;Not Compliant;Missing EUI or Utility Data
AURA WEST SEATTLE;Multifamily MR (5-9);47.56349;-122.37639;SOUTHWEST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HYATT HOUSE;NonResidential;47.62009;-122.34799;LAKE UNION;2016;Hotel;Hotel;Not Compliant;Missing EUI or Utility Data
THE COURTYARD;Multifamily LR (1-4);47.65673;-122.3201;NORTHEAST;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
BALLARD PUBLIC LOFTS plus MARKET;Multifamily MR (5-9);47.67562;-122.38728;BALLARD;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SYLVIA ODOM'S PLACE;Multifamily MR (5-9);47.61251;-122.34166;DOWNTOWN;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
FIRENZE APODMENT;Multifamily MR (5-9);47.60282;-122.31709;EAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
EASTLAKE FLATS;Multifamily MR (5-9);47.64614;-122.32498;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SPRINGLINE APARTMENTS;Multifamily MR (5-9);47.57489;-122.38642;SOUTHWEST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AVA CAPITOL HILL;Multifamily MR (5-9);47.61445;-122.32418;EAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
JANUS APTS/RETAIL SPACES;Multifamily MR (5-9);47.69034;-122.35842;NORTHWEST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AMAZON DOPPLER BUILDING;NonResidential;47.61523;-122.33835;DOWNTOWN;2016;Office;Office;Compliant;No Issue
CRAFT APARTMENTS;Multifamily LR (1-4);47.60594;-122.31477;CENTRAL;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
8TH & REPUBLICAN;Multifamily MR (5-9);47.62304;-122.34078;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE CENTRAL APARTMENTS;Multifamily MR (5-9);47.61272;-122.30288;CENTRAL;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
TABLEAU (NORTH EDGE);NonResidential;47.6479;-122.33814;LAKE UNION;2016;Office;Office;Compliant;No Issue
MERRILL GARDENS AT BALLARD;Multifamily MR (5-9);47.66969;-122.38853;BALLARD;2016;;Senior Living Community;Compliant;No Issue
SAVANNA APARTMENTS;Multifamily MR (5-9);47.66348;-122.31611;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
NEIGHBORCARE HEALTH;NonResidential;47.70598;-122.33486;NORTHWEST;2016;Medical Office;Medical Office;Compliant;No Issue
80 MAIN APARTMENTS;Multifamily MR (5-9);47.60024;-122.33508;DOWNTOWN;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
JUNCTION FLATS;Multifamily LR (1-4);47.56373;-122.38575;SOUTHWEST;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
VIK CONDOS;Multifamily MR (5-9);47.66976;-122.38153;BALLARD;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ELEANOR APARTMENTS;Multifamily MR (5-9);47.67744;-122.31988;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
VERVE FLATS;Multifamily LR (1-4);47.65968;-122.3205;NORTHEAST;2016;Multifamily LR (1-4);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
CITYLINE APARTMENTS;Multifamily LR (1-4);47.55992;-122.29117;SOUTHEAST;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
STENCIL APARTMENTS;Multifamily LR (1-4);47.61269;-122.30098;CENTRAL;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
QUEEN ANNE AT RODGERS PARK;Multifamily LR (1-4);47.64626;-122.3603;MAGNOLIA / QUEEN ANNE;2016;;Senior Living Community;Compliant;No Issue
PLAZA ROBERTO MAESTAS;Multifamily MR (5-9);47.57974;-122.31103;GREATER DUWAMISH;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ABBEY LINCOLN COURT;Multifamily MR (5-9);47.59944;-122.30495;CENTRAL;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
PREXY APARTMENTS;Multifamily MR (5-9);47.6642;-122.31776;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
LUMA CONDOMINIUM;Multifamily HR (10+);47.61181;-122.32319;EAST;2016;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
BOWMAN STONEWAY;Multifamily LR (1-4);47.6531;-122.34317;LAKE UNION;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WEYERHAEUSER HQ;NonResidential;47.60039;-122.33247;DOWNTOWN;2016;Office;Office;Compliant;No Issue
ISOLA SW ALASKA;Multifamily MR (5-9);47.56127;-122.38861;SOUTHWEST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THIRD AND BATTERY BUILDING;NonResidential;47.61582;-122.34615;DOWNTOWN;2016;Office;Office;Compliant;No Issue
COMMONS AT BALLARD;Multifamily MR (5-9);47.66974;-122.38513;BALLARD;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
1701 DEXTER;Multifamily MR (5-9);47.63411;-122.34261;MAGNOLIA / QUEEN ANNE;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
UPTOWN 11;Multifamily LR (1-4);47.62422;-122.35709;MAGNOLIA / QUEEN ANNE;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MIDTOWN 21 (AMAZON);NonResidential;47.61632;-122.33304;DOWNTOWN;2016;Office;Office;Compliant;No Issue
U-VILLAGE RH GALLERY;NonResidential;47.66306;-122.3002;NORTHEAST;2016;Retail Store;Retail Store;Compliant;No Issue
BALLARD SPACE;NonResidential;47.66673;-122.38309;BALLARD;2016;Office;Office;Compliant;No Issue
TOTAL WINE AND MORE;NonResidential;47.63849;-122.37695;MAGNOLIA / QUEEN ANNE;2016;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
Northgate Community Center;Nonresidential COS;47.70562;-122.32319;NORTH;2005;Other - Recreation;Other - Recreation;Compliant;No Issue
Conservatory Campus;Nonresidential COS;47.63191;-122.31523;EAST;1912;Other - Recreation;Other - Recreation;Compliant;No Issue
Garfield Community Center;Nonresidential COS;47.60775;-122.30225;CENTRAL;1994;Other - Recreation;Other - Recreation;Compliant;No Issue
3RD AND HARRISON;NonResidential;47.62267;-122.3604;MAGNOLIA / QUEEN ANNE;2016;Office;Office;Compliant;No Issue
CYRENE;Multifamily HR (10+);47.60649;-122.33995;DOWNTOWN;2016;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
TILT 49 (OFFICE PORTION);NonResidential;47.61698;-122.33195;DOWNTOWN;2017;Office;Office;Compliant;No Issue
TROY BLOCK (AMAZON);NonResidential;47.62107;-122.33553;LAKE UNION;2017;Office;Office;Compliant;No Issue
BROADSTONE CLARENDON;Multifamily MR (5-9);47.61894;-122.35447;MAGNOLIA / QUEEN ANNE;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ORIGIN APARTMENTS;Multifamily MR (5-9);47.71787;-122.29446;NORTH;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CASCADE I & II COMBINED;Multifamily MR (5-9);47.62033;-122.33324;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THOMPSON SEATTLE HOTEL + SEQUEL APTS;Multifamily HR (10+);47.6107;-122.34136;DOWNTOWN;2017;Multifamily HR (10+);Hotel;Compliant;No Issue
EAST HOWE STEPS;Multifamily MR (5-9);47.63569;-122.32591;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
THE WILCOX;Multifamily MR (5-9);47.66998;-122.38249;BALLARD;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MODERA CAPITOL HILL APARTMENTS;Multifamily MR (5-9);47.61361;-122.31851;EAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MERCY OTHELLO PLAZA;Multifamily MR (5-9);47.53963;-122.28191;SOUTHEAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MARK ON 8TH;Multifamily MR (5-9);47.62069;-122.34138;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ICON APARTMENTS;Multifamily MR (5-9);47.59941;-122.32857;DOWNTOWN;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MAGNUSON BLDG 2, CONSERVATION CORPS;Nonresidential COS;47.68534;-122.26235;NORTHEAST;1970;Office;Office;Compliant;No Issue
THE WHITTAKER (CAMPUS-Parent Property);Multifamily MR (5-9);47.56015;-122.38187;SOUTHWEST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
EXCELSIOR APARTMENTS;Multifamily MR (5-9);47.61507;-122.32715;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE MARQ WEST SEATTLE;Multifamily MR (5-9);47.56379;-122.37456;DELRIDGE NEIGHBORHOODS;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MODERA SLU;Multifamily MR (5-9);47.62296;-122.34341;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
INSIGNIA CONDOS;Multifamily HR (10+);47.61672;-122.34337;DOWNTOWN;2015;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
SOUTH SEATTLE COLLEGE - CASCADE HALL;Nonresidential WA;47.547;-122.35307;DELRIDGE NEIGHBORHOODS;2017;College/University;College/University;Compliant;No Issue
RESIDENCES AT THE SANCTUARY;Multifamily LR (1-4);47.61826;-122.31184;EAST;1906;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
SEATTLE BUDDHIST CHURCH;NonResidential;47.59973;-122.31331;CENTRAL;1939;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
DECIBEL APARTMENTS;Multifamily MR (5-9);47.6046;-122.31715;EAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
REVERB APARTMENTS;Multifamily MR (5-9);47.6042;-122.31831;EAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
URBAN UNION (AMELIA- AMAZON BLDG);NonResidential;47.62334;-122.33457;LAKE UNION;2016;Office;Office;Compliant;No Issue
MAD FLATS;Multifamily MR (5-9);47.61469;-122.31171;CENTRAL;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
VIVE BALLARD;Multifamily MR (5-9);47.66601;-122.37725;BALLARD;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
TOWER 12;Multifamily HR (10+);47.61171;-122.34231;DOWNTOWN;2016;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
THORNTON CREEK ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.68566;-122.2843;NORTHEAST;2017;K-12 School;K-12 School;Compliant;No Issue
DAY 1 TOWER AND SPHERES (Amazon);NonResidential;47.61586;-122.33937;DOWNTOWN;2016;Office;Office;Compliant;No Issue
The Hub - U District Seattle;Multifamily MR (5-9);47.66503;-122.3128;NORTHEAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE JUNO BUILDING;NonResidential;47.62231;-122.34194;LAKE UNION;2017;Laboratory;Laboratory;Compliant;No Issue
THE EDDY;Multifamily MR (5-9);47.67985;-122.32335;NORTHWEST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
COVE APARTMENTS;Multifamily MR (5-9);47.61395;-122.32413;EAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SHELTON EASTLAKE;Multifamily MR (5-9);47.64159;-122.32488;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
KINECTS TOWER;Multifamily HR (10+);47.61711;-122.33151;DOWNTOWN;1970;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
SAVOY LAKE CITY;Multifamily MR (5-9);47.72943;-122.29155;NORTH;1970;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
2701 EASTLAKE;NonResidential;47.64464;-122.32609;LAKE UNION;1970;Office;Office;Compliant;No Issue
AUGUSTA APARTMENTS;Multifamily MR (5-9);47.65646;-122.31814;NORTHEAST;1970;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CITY LINE II APARTMENTS;Multifamily LR (1-4);47.56053;-122.29108;SOUTHEAST;2017;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
550 BROADWAY APARTMENTS (ZIG);Multifamily MR (5-9);47.60672;-122.32035;EAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HAMPTON INN & SUITES - NORTHGATE;NonResidential;47.69908;-122.32809;NORTH;2016;Hotel;Hotel;Compliant;No Issue
BLUESTONE APTS;Multifamily LR (1-4);47.52142;-122.35916;DELRIDGE NEIGHBORHOODS;2017;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
